커피_매출액,커피_한잔_가격,일일_유동인구,프로모션_할인율,SNS_언급량,영업시간,경쟁점포_거리_km,원두_품질점수,휴일까지_남은일수,평균기온,매장_분위기평점,멤버십가입여부,모바일주문여부,상권유형
903.43,5.05,219.0,0.048,,9.13,0.54,63.0,56.2,19.9,3.6,회원,지원,Business
5889.4,4.27,325.0,0.131,,15.08,2.39,72.7,0.5,32.4,3.0,회원,지원,Business
2853.85,4.96,200.0,0.04,,12.24,1.68,81.7,43.3,14.2,4.1,비회원,미지원,Residential
5804.27,3.88,242.0,0.236,17.0,15.59,0.86,71.6,27.6,14.7,4.3,회원,지원,Business
2528.38,5.08,204.0,0.024,23.0,10.32,0.44,81.4,40.8,22.6,4.1,회원,지원,Residential
2166.15,4.71,195.0,0.089,20.0,11.63,0.09,65.8,36.3,22.2,,비회원,지원,Residential
3728.68,4.45,246.0,0.049,,13.55,0.62,75.8,59.1,15.6,3.2,회원,지원,Residential
3762.9,4.58,185.0,0.05,,14.66,0.92,79.4,17.3,19.3,5.0,회원,지원,Business
4844.4,3.73,213.0,0.091,,11.37,1.74,81.1,47.2,12.8,3.3,비회원,지원,Business
4124.18,4.56,216.0,0.097,19.0,15.14,1.56,71.4,14.1,21.1,3.3,비회원,지원,Residential
2285.43,4.41,167.0,0.005,,8.94,4.42,75.2,26.1,6.8,2.7,비회원,미지원,Business
2705.38,3.74,250.0,0.076,13.0,13.67,0.16,62.7,58.5,38.0,2.9,회원,지원,Business
2396.87,4.1,191.0,0.05,,10.79,0.61,74.2,46.0,23.0,4.0,비회원,미지원,Business
4958.2,4.42,162.0,0.273,,8.81,0.99,83.7,18.9,10.3,3.5,비회원,지원,Residential
8790.0,4.14,1023.0,0.075,23.0,11.09,1.67,72.9,37.2,16.1,3.3,비회원,미지원,Residential
4033.92,3.05,155.0,0.011,,15.04,1.03,69.0,3.0,10.6,3.3,회원,미지원,Tourist
5057.89,5.15,201.0,0.09,,15.84,3.66,81.3,16.0,12.3,3.5,회원,지원,Residential
5049.02,4.41,200.0,0.152,22.0,11.14,1.41,93.3,43.1,19.5,3.4,회원,미지원,Business
6952.16,3.14,254.0,0.099,,15.09,0.06,92.4,34.2,27.7,4.6,비회원,지원,Residential
1662.96,5.78,224.0,0.004,21.0,12.08,0.18,77.1,28.2,17.3,3.6,회원,지원,Residential
3000.22,5.24,199.0,0.038,,13.74,2.1,81.2,41.5,4.8,3.9,회원,미지원,Residential
3940.02,4.29,241.0,0.165,16.0,8.36,1.89,88.1,23.9,13.7,,회원,미지원,Residential
3948.3,3.99,270.0,0.093,14.0,12.46,0.25,76.9,1.6,14.2,3.9,회원,지원,Tourist
1930.43,4.74,228.0,0.078,,8.56,0.09,78.7,26.5,18.6,,비회원,미지원,Residential
2134.0,4.62,201.0,0.037,18.0,10.15,1.3,72.4,54.1,17.0,3.5,비회원,지원,Residential
3453.88,4.83,134.0,0.032,,12.53,1.51,93.9,51.4,2.6,4.2,비회원,미지원,Residential
5050.25,4.0,147.0,0.141,,14.46,0.22,80.8,24.5,11.5,3.9,회원,지원,Tourist
1499.02,5.16,185.0,0.086,15.0,12.49,0.96,72.9,1.3,10.2,3.3,회원,미지원,Residential
3428.27,4.22,170.0,0.096,16.0,15.49,0.55,70.4,38.2,24.3,2.1,회원,지원,Residential
1705.14,4.91,191.0,0.031,14.0,14.48,4.02,60.1,44.5,16.0,3.4,회원,미지원,Residential
2612.99,4.02,203.0,0.166,21.0,9.25,0.37,62.4,17.7,4.0,3.0,회원,미지원,Residential
891.06,6.09,226.0,0.011,,11.11,1.98,69.2,28.6,11.9,3.2,비회원,지원,Business
2670.94,4.92,196.0,0.015,20.0,13.35,1.1,82.4,59.5,26.2,3.0,비회원,미지원,Business
2520.12,6.23,224.0,0.029,28.0,15.51,0.02,77.6,34.6,13.8,,회원,미지원,Business
4017.27,5.0,203.0,0.09,26.0,15.9,1.09,65.0,21.1,13.2,4.5,회원,지원,Residential
3111.12,4.16,101.0,0.105,,14.11,0.16,67.6,37.6,16.8,4.3,회원,지원,Residential
3371.38,5.0,153.0,0.128,19.0,12.59,1.61,77.3,10.8,19.6,3.6,회원,지원,Residential
4028.93,5.04,193.0,0.069,19.0,14.05,1.25,88.4,12.0,17.0,3.4,비회원,지원,Residential
1560.11,4.72,140.0,0.131,16.0,10.19,0.02,66.2,55.5,25.2,2.9,비회원,지원,Tourist
2413.77,4.88,230.0,0.045,,10.27,0.34,78.7,14.4,17.0,4.3,비회원,지원,Business
3886.8,4.96,277.0,0.046,23.0,13.23,2.25,71.4,18.6,22.7,4.3,회원,지원,Residential
4063.38,3.9,261.0,0.022,20.0,14.97,0.48,71.7,32.6,19.4,4.1,회원,지원,Business
4475.58,3.86,189.0,0.157,,15.76,1.04,65.6,54.0,8.9,,회원,미지원,Residential
8613.62,4.02,1007.0,0.054,22.0,10.73,0.56,80.0,46.9,30.5,3.6,비회원,미지원,Residential
4323.41,4.58,207.0,0.125,19.0,14.37,3.82,71.1,2.6,26.1,3.7,비회원,미지원,Residential
5186.86,4.37,183.0,0.088,28.0,14.81,1.15,72.2,41.6,14.0,2.7,회원,지원,Residential
4110.19,3.91,169.0,0.112,14.0,12.99,1.79,82.9,30.2,17.2,4.7,비회원,지원,Business
2609.61,4.97,185.0,0.068,,10.78,0.13,83.3,28.5,22.3,3.0,회원,지원,Business
3196.79,4.67,181.0,0.151,23.0,12.95,0.06,69.2,41.5,19.3,3.3,회원,미지원,Business
3011.04,4.6,209.0,0.042,,12.68,0.45,77.4,11.8,18.7,2.7,회원,지원,Business
4867.26,4.35,208.0,0.151,,12.85,0.55,82.3,58.9,21.5,3.7,회원,지원,Residential
3090.51,4.27,200.0,0.031,21.0,12.95,1.75,73.5,38.7,20.5,3.7,비회원,미지원,Residential
6269.56,4.0,222.0,0.201,,14.78,1.26,80.4,21.9,20.5,4.4,회원,지원,Residential
2534.34,5.06,260.0,0.156,20.0,9.36,0.7,72.5,36.0,18.6,3.2,비회원,미지원,Residential
3325.81,4.08,247.0,0.102,19.0,10.94,1.59,72.2,13.0,22.5,3.1,비회원,미지원,Business
2151.41,4.63,126.0,0.124,17.0,12.69,0.27,67.5,38.0,19.5,3.8,비회원,지원,Business
1336.95,5.5,72.0,0.074,,10.27,0.1,88.7,1.7,19.6,2.6,비회원,미지원,Residential
6306.09,4.3,247.0,0.206,,15.83,2.89,71.1,20.5,27.6,4.6,회원,지원,Residential
2198.61,5.08,132.0,0.2,,10.11,1.24,68.6,44.9,21.0,3.0,회원,미지원,Residential
2082.52,4.84,189.0,0.039,,11.76,1.57,66.6,48.5,20.3,4.9,비회원,지원,Residential
3007.53,4.69,141.0,0.016,24.0,15.02,0.55,75.7,15.2,11.8,3.3,비회원,미지원,Residential
1983.1,4.76,110.0,0.109,28.0,8.64,0.7,66.9,32.4,12.1,2.9,비회원,미지원,Residential
3196.89,4.44,227.0,0.063,17.0,14.57,0.13,69.3,31.7,26.0,4.1,회원,지원,Tourist
5088.79,4.52,238.0,0.139,21.0,12.57,2.92,81.4,25.3,22.0,4.1,회원,미지원,Residential
2367.48,4.17,171.0,0.15,15.0,8.25,1.35,78.6,13.7,24.4,4.1,회원,미지원,Residential
1743.96,4.52,70.0,0.063,20.0,15.22,0.13,64.2,42.2,19.4,3.9,비회원,미지원,Residential
2783.23,4.15,173.0,0.071,,8.31,2.45,80.8,15.1,20.8,5.0,비회원,미지원,Business
1784.17,5.1,220.0,0.076,15.0,12.12,0.88,75.3,54.7,17.0,3.0,비회원,미지원,Residential
3426.77,3.48,126.0,0.022,,8.39,2.17,84.1,31.7,17.8,4.6,회원,지원,Business
1839.08,4.79,209.0,0.09,16.0,8.57,0.02,86.3,52.2,15.1,2.8,비회원,미지원,Residential
2148.78,4.7,199.0,0.067,,15.1,0.04,62.1,17.4,27.3,4.8,비회원,미지원,Business
3502.32,4.65,229.0,0.057,21.0,14.13,0.28,81.1,48.4,13.0,4.0,비회원,미지원,Business
2067.41,5.11,206.0,0.048,,9.58,0.36,88.1,6.8,20.2,4.7,회원,미지원,Business
3616.7,4.33,151.0,0.055,,12.96,2.17,76.7,46.0,16.9,4.3,비회원,지원,Business
4051.4,4.65,260.0,0.078,15.0,14.36,1.84,80.5,23.2,24.7,2.5,회원,지원,Business
4917.98,3.47,192.0,0.029,,15.12,1.44,76.8,28.2,19.6,3.6,회원,지원,Business
5099.13,4.25,199.0,0.113,,11.75,3.24,82.8,10.0,21.2,3.0,회원,지원,Residential
3089.82,5.01,153.0,0.04,,15.18,0.43,78.1,1.1,19.5,4.7,비회원,지원,Residential
2965.12,3.7,178.0,0.05,,12.06,3.52,58.8,40.0,11.1,4.3,비회원,미지원,Residential
4184.71,4.6,156.0,0.133,17.0,13.51,3.6,74.0,35.3,21.9,3.9,회원,지원,Residential
3947.95,4.09,191.0,0.063,17.0,15.83,0.85,73.5,37.3,17.3,,비회원,지원,Residential
4002.07,4.43,286.0,0.093,22.0,9.89,0.15,80.7,15.3,12.7,4.1,비회원,지원,Residential
3509.18,4.13,131.0,0.066,,9.35,1.95,84.4,14.4,8.1,,비회원,지원,Residential
2528.31,3.75,119.0,0.026,,10.74,0.62,73.2,49.8,12.3,4.0,비회원,지원,Residential
2341.46,4.73,274.0,0.085,21.0,9.32,2.38,65.2,45.7,23.3,3.7,비회원,미지원,Residential
2462.17,4.47,190.0,0.045,,10.27,0.27,77.4,20.2,30.3,3.3,회원,지원,Business
2408.25,4.87,167.0,0.043,,13.94,1.16,68.8,38.3,18.8,4.2,비회원,지원,Business
4081.86,4.98,252.0,0.156,27.0,11.82,1.06,70.2,49.7,11.0,4.9,비회원,미지원,Residential
3311.7,5.24,170.0,0.117,19.0,11.0,0.16,94.1,53.3,20.9,2.9,비회원,지원,Business
2502.3,4.58,291.0,0.062,,10.95,0.68,69.6,0.3,25.5,4.4,회원,미지원,Business
966.14,5.26,234.0,0.135,,9.56,0.13,62.5,48.8,31.4,3.3,회원,미지원,Business
4783.83,3.91,176.0,0.2,17.0,11.58,0.94,79.8,21.0,26.8,4.2,비회원,지원,Residential
5296.12,5.05,308.0,0.118,,13.0,2.78,80.7,43.1,19.6,3.4,회원,지원,Tourist
1993.67,4.78,170.0,0.019,21.0,9.11,0.47,82.0,22.3,22.0,3.6,비회원,지원,Business
5053.05,4.64,237.0,0.069,20.0,15.78,2.17,81.7,36.4,12.9,,회원,지원,Business
2054.82,4.77,215.0,0.043,17.0,11.55,0.3,76.2,38.8,23.6,4.6,회원,지원,Business
5222.08,3.92,265.0,0.033,,15.58,1.68,76.2,24.3,24.5,3.7,회원,지원,Residential
5106.16,3.78,278.0,0.083,,9.08,3.71,82.5,30.8,0.5,3.6,회원,지원,Business
2679.17,5.53,202.0,0.045,19.0,14.14,0.59,87.9,43.6,19.0,,비회원,미지원,Business
3420.42,4.4,162.0,0.073,,12.94,3.46,64.9,28.6,28.4,4.9,회원,지원,Business
3832.75,4.39,223.0,0.127,,14.56,1.06,70.1,0.8,13.3,4.1,비회원,미지원,Business
3142.52,3.84,166.0,0.025,,12.81,0.57,80.0,0.8,3.1,3.4,회원,미지원,Business
7079.69,3.61,301.0,0.116,,15.7,3.4,77.0,39.7,17.8,,비회원,지원,Residential
2573.3,4.45,207.0,0.094,21.0,13.02,0.05,60.7,50.8,25.5,3.9,비회원,지원,Business
2963.5,4.3,182.0,0.05,19.0,14.28,0.04,70.4,47.1,20.8,3.3,비회원,지원,Residential
3333.08,4.5,209.0,0.117,13.0,15.02,1.37,77.4,18.6,18.2,4.0,비회원,미지원,Business
3893.4,4.55,133.0,0.119,19.0,13.72,2.39,75.1,28.3,11.5,,회원,지원,Business
1433.96,5.99,151.0,0.104,,12.19,2.09,72.1,14.0,10.3,1.8,비회원,미지원,Business
3854.79,4.3,260.0,0.107,16.0,10.18,0.12,93.8,59.3,19.3,4.0,비회원,미지원,Residential
2817.13,5.45,167.0,0.005,,14.84,4.5,74.8,15.6,17.6,3.2,비회원,미지원,Residential
2230.94,5.49,148.0,0.061,,11.84,1.82,76.8,25.0,24.0,,회원,지원,Residential
4333.37,4.95,227.0,0.079,,12.97,4.47,76.1,40.9,21.1,2.6,비회원,지원,Business
2293.24,4.36,259.0,0.044,18.0,8.63,0.6,76.7,52.6,12.8,3.9,비회원,지원,Business
4662.39,3.68,236.0,0.092,,11.98,1.78,75.3,3.1,19.8,3.7,회원,지원,Business
2867.46,4.79,250.0,0.055,20.0,13.59,2.95,58.3,18.1,18.6,4.4,비회원,지원,Business
1357.41,5.11,162.0,0.054,20.0,12.67,0.72,67.1,34.1,6.4,3.3,비회원,미지원,Business
1749.86,5.55,129.0,0.033,,11.59,5.02,72.5,37.1,15.1,3.5,회원,미지원,Business
3546.38,3.93,275.0,0.024,,9.79,0.46,81.5,4.2,18.4,5.0,비회원,지원,Business
2550.16,4.35,184.0,0.035,22.0,10.48,0.57,72.6,39.8,17.2,2.6,비회원,지원,Residential
4117.25,3.93,187.0,0.095,16.0,13.6,3.79,68.3,31.7,20.2,4.5,회원,지원,Residential
7112.64,4.12,266.0,0.054,38.0,9.79,5.24,82.6,49.7,18.5,3.3,비회원,미지원,Business
5139.15,4.9,228.0,0.194,,12.97,0.5,85.8,13.3,20.4,5.0,비회원,지원,Residential
4319.94,4.09,223.0,0.207,,12.72,0.22,62.7,11.7,19.2,4.2,회원,지원,Residential
5841.52,4.01,308.0,0.096,,15.76,2.13,75.8,47.6,17.8,3.4,회원,지원,Business
1404.04,4.98,168.0,0.14,,8.49,3.98,53.6,42.2,19.1,3.0,회원,미지원,Residential
2456.87,4.77,246.0,0.033,,8.86,1.38,72.5,47.5,15.5,4.0,비회원,지원,Tourist
4770.5,4.71,203.0,0.141,18.0,12.05,1.51,90.1,46.9,15.1,2.7,비회원,지원,Residential
3878.32,4.11,213.0,0.042,,12.22,2.16,75.7,6.2,18.7,4.2,회원,지원,Business
0.0,5.28,276.0,0.013,15.0,8.32,0.25,64.0,16.7,3.9,3.0,비회원,지원,Residential
4964.21,4.51,225.0,0.095,,14.61,5.44,64.1,15.6,15.4,3.2,비회원,지원,Residential
1162.11,5.93,227.0,0.104,,11.96,0.68,67.5,56.1,13.1,2.1,회원,미지원,Business
2070.64,4.6,254.0,0.013,,10.77,1.48,69.6,29.2,12.2,3.9,비회원,미지원,Residential
2988.39,3.1,182.0,0.069,,10.55,0.95,59.9,6.7,15.8,4.0,비회원,지원,Business
5266.51,3.07,158.0,0.113,20.0,14.89,0.95,77.6,17.4,8.6,3.8,비회원,미지원,Residential
2469.5,4.87,148.0,0.067,,9.57,1.82,79.4,52.3,15.8,2.8,회원,지원,Business
2827.86,5.28,102.0,0.031,25.0,9.28,7.85,72.2,50.8,19.6,4.7,비회원,미지원,Business
5771.68,4.03,303.0,0.136,23.0,9.71,1.61,91.4,54.0,25.4,,비회원,미지원,Residential
2256.33,5.76,145.0,0.031,24.0,13.0,2.37,71.6,23.3,33.4,3.5,비회원,지원,Business
3480.6,5.5,189.0,0.111,20.0,14.49,0.04,84.6,38.5,5.2,4.3,회원,지원,Business
2253.46,4.63,186.0,0.09,17.0,10.65,2.49,63.9,16.7,11.5,3.5,회원,지원,Residential
2248.56,4.82,215.0,0.108,,9.39,0.53,77.4,10.8,15.8,4.1,비회원,미지원,Business
2069.38,5.04,241.0,0.096,19.0,9.67,0.2,78.6,1.3,19.0,3.3,회원,미지원,Residential
1460.06,5.63,243.0,0.079,16.0,12.95,0.18,69.3,13.4,20.6,4.3,비회원,지원,Business
2004.92,4.91,171.0,0.084,,9.97,1.71,76.3,36.3,13.7,4.3,비회원,미지원,Business
6137.12,4.61,192.0,0.117,23.0,15.02,9.06,69.2,54.3,0.3,3.5,회원,미지원,Business
2131.56,4.9,214.0,0.1,18.0,8.83,1.65,72.5,8.0,25.2,3.9,회원,지원,Business
1735.92,4.82,188.0,0.074,20.0,8.26,0.46,72.7,55.1,21.5,3.8,비회원,지원,Residential
1587.39,5.05,280.0,0.091,,8.71,0.34,63.8,20.7,23.0,,회원,지원,Business
5659.6,3.56,225.0,0.145,,14.77,1.12,79.2,25.6,16.5,,비회원,미지원,Residential
5185.9,4.69,237.0,0.285,,13.21,0.1,79.7,21.9,20.5,3.2,회원,미지원,Business
3170.19,4.78,233.0,0.053,20.0,15.66,0.76,72.0,24.5,4.0,3.6,회원,미지원,Business
4080.41,4.46,259.0,0.148,,10.69,1.65,76.9,15.6,10.5,3.8,회원,미지원,Residential
4026.73,4.97,209.0,0.179,,9.7,5.15,67.6,41.9,26.4,3.3,비회원,지원,Business
461.34,5.65,135.0,0.024,,12.5,0.83,65.0,45.5,18.2,3.8,비회원,지원,Business
2722.91,4.58,220.0,0.093,,12.3,0.34,71.8,49.4,31.1,,회원,미지원,Business
3396.54,4.92,167.0,0.094,,12.73,2.55,80.5,20.5,11.2,3.8,회원,미지원,Business
2100.57,5.46,174.0,0.188,14.0,10.78,2.05,74.4,45.9,35.9,3.8,회원,미지원,Residential
3076.28,4.6,229.0,0.093,21.0,8.05,2.95,71.5,38.3,36.9,4.3,비회원,지원,Residential
2215.3,3.97,262.0,0.013,,8.28,0.36,77.7,57.5,13.5,4.7,회원,미지원,Business
2554.83,4.87,201.0,0.141,14.0,13.31,0.78,67.7,25.5,14.8,4.2,회원,지원,Residential
5947.84,3.18,215.0,0.05,24.0,12.19,5.99,65.2,59.5,26.8,4.9,회원,지원,Tourist
4750.32,3.12,285.0,0.01,,14.57,0.26,72.2,44.4,14.1,3.8,비회원,지원,Residential
3334.0,4.7,212.0,0.188,22.0,10.4,1.67,68.2,46.6,16.1,3.8,회원,미지원,Business
4981.52,3.09,330.0,0.051,,14.52,0.41,65.5,1.5,12.9,4.3,회원,지원,Business
4498.37,3.71,228.0,0.011,27.0,11.4,1.04,82.2,29.8,13.1,3.7,비회원,미지원,Residential
3019.7,4.27,112.0,0.072,18.0,8.77,2.42,92.6,31.7,18.8,3.6,회원,미지원,Business
4696.18,4.07,238.0,0.061,27.0,15.82,1.01,62.6,2.4,16.1,4.6,비회원,지원,Business
3924.17,4.41,219.0,0.097,,12.1,2.46,71.7,18.7,3.4,4.2,회원,지원,Business
3429.89,5.17,264.0,0.082,21.0,13.04,0.83,76.4,57.3,28.1,4.2,회원,지원,Business
6164.16,4.64,234.0,0.024,27.0,13.37,11.01,61.2,25.6,29.2,3.3,비회원,지원,Residential
2543.9,4.0,193.0,0.058,15.0,10.9,0.86,73.2,11.2,21.6,4.4,회원,지원,Residential
2941.13,5.31,139.0,0.094,28.0,13.98,0.24,73.8,30.8,18.9,3.8,회원,미지원,Business
5686.02,3.64,190.0,0.076,24.0,14.96,0.77,78.8,2.0,11.4,3.2,회원,지원,Residential
2200.95,4.63,157.0,0.032,,11.1,2.04,68.8,31.0,14.8,,비회원,지원,Residential
5631.67,3.58,171.0,0.182,,13.26,2.83,70.5,35.7,25.6,3.1,비회원,지원,Residential
5699.35,4.65,229.0,0.09,27.0,14.06,0.92,82.8,21.5,22.2,2.4,회원,지원,Tourist
3109.95,4.31,283.0,0.01,21.0,9.52,1.35,78.4,45.8,21.2,2.7,비회원,미지원,Tourist
3421.44,5.15,220.0,0.074,,10.66,2.8,80.8,8.1,21.5,,비회원,지원,Residential
888.2,4.93,140.0,0.08,,8.87,2.52,61.0,52.7,25.4,4.7,비회원,미지원,Residential
4809.86,4.15,222.0,0.184,,12.82,1.61,69.7,57.3,24.4,4.0,비회원,지원,Business
5166.55,4.03,260.0,0.07,13.0,14.41,2.53,87.1,0.1,22.8,3.7,회원,지원,Residential
2248.79,4.31,170.0,0.035,13.0,12.89,1.29,74.3,50.6,15.6,4.6,회원,지원,Residential
1166.13,5.63,193.0,0.145,18.0,9.44,0.01,74.0,30.4,29.8,4.1,회원,미지원,Residential
2918.54,5.47,201.0,0.164,,12.37,0.06,74.3,27.7,14.6,4.4,회원,지원,Business
6223.77,3.92,161.0,0.04,,14.68,5.85,87.6,14.3,11.9,4.4,회원,지원,Business
1267.69,4.98,232.0,0.008,24.0,10.42,0.23,69.0,26.8,14.1,,비회원,미지원,Business
5854.01,3.46,194.0,0.125,,14.66,0.78,80.4,57.0,9.7,3.7,회원,지원,Residential
5835.64,4.23,221.0,0.099,,14.28,4.07,77.1,12.6,22.1,3.3,비회원,지원,Tourist
1113.31,3.94,156.0,0.034,19.0,8.17,0.33,64.1,10.7,17.9,4.3,회원,지원,Business
3438.4,5.14,178.0,0.244,16.0,9.92,2.78,72.6,14.5,25.9,3.1,비회원,지원,Residential
4516.4,3.73,236.0,0.135,,12.34,2.56,68.3,33.1,0.9,3.3,비회원,미지원,Business
3601.84,4.76,181.0,0.032,18.0,13.74,6.44,64.8,55.8,19.5,3.8,비회원,지원,Residential
6171.29,4.5,286.0,0.177,,15.04,0.5,84.6,34.4,16.2,3.9,비회원,지원,Residential
2200.9,4.39,180.0,0.077,,13.13,0.57,65.2,14.6,15.6,4.2,비회원,미지원,Business
2429.81,5.5,211.0,0.038,,11.04,3.5,81.0,26.4,10.7,3.8,비회원,미지원,Business
1381.21,5.56,247.0,0.051,23.0,9.48,0.4,68.1,23.4,18.3,3.6,비회원,지원,Business
3523.48,4.41,129.0,0.024,,14.08,1.19,85.9,2.8,12.6,4.2,비회원,미지원,Tourist
2426.54,4.29,112.0,0.035,24.0,9.65,1.84,71.6,30.6,28.6,,비회원,지원,Business
3419.62,3.6,124.0,0.039,,13.56,0.48,77.7,7.6,22.4,2.8,비회원,미지원,Residential
3565.65,4.5,263.0,0.06,,9.45,4.18,70.5,50.5,24.9,4.4,회원,지원,Business
734.72,5.67,172.0,0.139,,8.73,1.64,57.7,32.9,5.8,3.6,회원,지원,Residential
2180.18,4.42,328.0,0.092,16.0,10.01,0.07,61.7,50.7,24.2,,회원,지원,Business
1331.64,4.94,172.0,0.131,23.0,10.28,0.22,59.8,57.4,23.5,3.4,회원,미지원,Business
4365.99,3.66,209.0,0.083,20.0,13.18,0.32,77.0,56.6,15.2,3.2,회원,지원,Business
2573.35,4.24,277.0,0.036,18.0,9.29,0.42,74.8,6.0,16.7,4.2,회원,지원,Business
5455.33,4.78,300.0,0.119,23.0,15.44,1.97,79.8,56.7,11.1,5.0,비회원,미지원,Business
2503.9,4.56,303.0,0.077,16.0,12.43,0.14,69.6,47.7,15.8,2.8,회원,미지원,Residential
1756.88,4.99,260.0,0.138,19.0,11.93,0.65,57.6,46.7,22.0,4.3,비회원,미지원,Business
6549.82,4.14,251.0,0.113,29.0,11.48,3.64,85.4,5.4,13.3,4.1,회원,미지원,Residential
5562.97,3.45,230.0,0.09,24.0,12.53,1.22,82.9,10.8,18.3,3.8,회원,미지원,Business
